GeoFips,GeoName,deno code,2017 employment by industry,2017 robot data,industry_ifr19,2010 employment by industry,2010employment by state,Robot Penetration
6000,California,104,1477847,13696,electronics,1495060.882,20973977.23,0.0006454811306669989
6000,California,105,4216006,1598,food,1483030.717,20973977.23,0.00021659431663780028
6000,California,106,103941,61,furniture,710651.4812,20973977.23,4.253821559523421e-07
6000,California,107,2999832,34863,manufacturing_other,245234.5955,20973977.23,0.02033289232129615
6000,California,108,17927,5939,metal_basic,643096.4444,20973977.23,7.893398760483045e-06
6000,California,109,82793,234,metal_machinery,1140434.235,20973977.23,8.099504269978369e-07
6000,California,110,138253,967,metal_products,781591.6691,20973977.23,8.155307185795732e-06
6000,California,111,134295,296,mineral,346305.5571,20973977.23,5.472821729703611e-06
6000,California,113,224443,49,paper,1453345.662,20973977.23,3.607882907329565e-07
6000,California,114,231021,2972,petrochemicals,1451592.993,20973977.23,2.255145716827549e-05
6000,California,116,104435331,93,services,86920501.63,20973977.23,5.327548105294776e-06
6000,California,117,304228,0,textiles,351605.6418,20973977.23,0.0
6000,California,118,61876,29,utilities,797323.46,20973977.23,1.0730127779416283e-07
6000,California,119,2071875,84,vehicles_other,610364.6973,20973977.23,1.3594794192392213e-05
8000,Colorado,101,99144,0,agriculture,1080677.841,3158335.088,0.0
8000,Colorado,102,39308,36573,automotive,566138.6104,3158335.088,0.0008040083397470722
8000,Colorado,103,525215,9,construction,5359624.691,3158335.088,2.7924605472612333e-07
8000,Colorado,104,181237,13696,electronics,1495060.882,3158335.088,0.0005256825107627754
8000,Colorado,105,688286,1598,food,1483030.717,3158335.088,0.0002348212304173343
8000,Colorado,106,15890,61,furniture,710651.4812,3158335.088,4.3185590413739824e-07
8000,Colorado,107,347136,34863,manufacturing_other,245234.5955,3158335.088,0.015625159850205284
8000,Colorado,108,2145,5939,metal_basic,643096.4444,3158335.088,6.272003733091439e-06
8000,Colorado,109,13212,234,metal_machinery,1140434.235,3158335.088,8.583333185827582e-07
8000,Colorado,110,16244,967,metal_products,781591.6691,3158335.088,6.363284313236319e-06
8000,Colorado,111,121910,296,mineral,346305.5571,3158335.088,3.299235954384014e-05
8000,Colorado,113,37360,49,paper,1453345.662,3158335.088,3.98818984859955e-07
8000,Colorado,114,25236,2972,petrochemicals,1451592.993,3158335.088,1.635935796544854e-05
8000,Colorado,116,16661172,93,services,86920501.63,3158335.088,5.6442737245991135e-06
8000,Colorado,117,27631,0,textiles,351605.6418,3158335.088,0.0
8000,Colorado,118,8859,29,utilities,797323.46,3158335.088,1.0202108821780592e-07
8000,Colorado,119,247366,84,vehicles_other,610364.6973,3158335.088,1.0778831444513889e-05
9000,Connecticut,101,17053,0,agriculture,1080677.841,2226662.431,0.0
9000,Connecticut,102,23590,36573,automotive,566138.6104,2226662.431,0.0006844021586562062
9000,Connecticut,103,242600,9,construction,5359624.691,2226662.431,1.8295511049650698e-07
9000,Connecticut,104,92691,13696,electronics,1495060.882,2226662.431,0.00038134499858049486
9000,Connecticut,105,345002,1598,food,1483030.717,2226662.431,0.00016695285866784917
9000,Connecticut,106,10060,61,furniture,710651.4812,2226662.431,3.8780800424105207e-07
9000,Connecticut,107,353805,34863,manufacturing_other,245234.5955,2226662.431,0.022588771061615758
9000,Connecticut,109,14351,234,metal_machinery,1140434.235,2226662.431,1.322432135546754e-06
9000,Connecticut,110,30464,967,metal_products,781591.6691,2226662.431,1.6926965051320652e-05
9000,Connecticut,111,8245,296,mineral,346305.5571,2226662.431,3.1649622093587924e-06
9000,Connecticut,113,21851,49,paper,1453345.662,2226662.431,3.30859871526751e-07
9000,Connecticut,114,23641,2972,petrochemicals,1451592.993,2226662.431,2.1737790721700836e-05
9000,Connecticut,116,10310591,93,services,86920501.63,2226662.431,4.954386715841116e-06
9000,Connecticut,117,21652,0,textiles,351605.6418,2226662.431,0.0
9000,Connecticut,118,5891,29,utilities,797323.46,2226662.431,9.622725480166217e-08
9000,Connecticut,119,162934,84,vehicles_other,610364.6973,2226662.431,1.0070411502541488e-05
10000,Delaware,101,6569,0,agriculture,1080677.841,504638.908,0.0
10000,Delaware,102,7881,36573,automotive,566138.6104,504638.908,0.0010088774315610226
10000,Delaware,103,67758,9,construction,5359624.691,504638.908,2.254695909393207e-07
10000,Delaware,104,16861,13696,electronics,1495060.882,504638.908,0.00030608177094502243
10000,Delaware,105,106891,1598,food,1483030.717,504638.908,0.00022823751848229516
10000,Delaware,106,3034,61,furniture,710651.4812,504638.908,5.160692875880961e-07
10000,Delaware,107,58400,34863,manufacturing_other,245234.5955,504638.908,0.01645186490409552
10000,Delaware,108,199,5939,metal_basic,643096.4444,504638.908,3.641745241179287e-06
10000,Delaware,109,805,234,metal_machinery,1140434.235,504638.908,3.2731111976174644e-07
10000,Delaware,110,1691,967,metal_products,781591.6691,504638.908,4.145810318992794e-06
10000,Delaware,111,893,296,mineral,346305.5571,504638.908,1.5125264479205224e-06
10000,Delaware,113,3237,49,paper,1453345.662,504638.908,2.1626643880085264e-07
10000,Delaware,114,6955,2972,petrochemicals,1451592.993,504638.908,2.8217617646173848e-05
10000,Delaware,116,2634438,93,services,86920501.63,504638.908,5.585576120972463e-06
10000,Delaware,117,6714,0,textiles,351605.6418,504638.908,0.0
10000,Delaware,118,2292,29,utilities,797323.46,504638.908,1.651951667284449e-07
10000,Delaware,119,34907,84,vehicles_other,610364.6973,504638.908,9.519665172132696e-06
11000,District of Columbia,101,81,0,agriculture,1080677.841,364644.138,0.0
11000,District of Columbia,102,211,36573,automotive,566138.6104,364644.138,3.7381009914667516e-05
11000,District of Columbia,103,16239,9,construction,5359624.691,364644.138,7.47821893919071e-08
11000,District of Columbia,104,35059,13696,electronics,1495060.882,364644.138,0.0008807753609821924
11000,District of Columbia,105,152629,1598,food,1483030.717,364644.138,0.0004510185985588734
11000,District of Columbia,106,796,61,furniture,710651.4812,364644.138,1.8737731044040394e-07
11000,District of Columbia,107,112,34863,manufacturing_other,245234.5955,364644.138,4.366483322851166e-05
11000,District of Columbia,110,61,967,metal_products,781591.6691,364644.138,2.0696988158746867e-07
11000,District of Columbia,111,864,296,mineral,346305.5571,364644.138,2.0252412133484033e-06
11000,District of Columbia,113,6854,49,paper,1453345.662,364644.138,6.337267293448792e-07
11000,District of Columbia,114,3141,2972,petrochemicals,1451592.993,364644.138,1.7636103629946304e-05
11000,District of Columbia,116,3921477,93,services,86920501.63,364644.138,1.1506444854636443e-05
11000,District of Columbia,117,3515,0,textiles,351605.6418,364644.138,0.0
11000,District of Columbia,118,2164,29,utilities,797323.46,364644.138,2.1584971290649977e-07
11000,District of Columbia,119,26769,84,vehicles_other,610364.6973,364644.138,1.0103056712441592e-05
12000,Florida,101,180134,0,agriculture,1080677.841,10415925.74,0.0
12000,Florida,102,170159,36573,automotive,566138.6104,10415925.74,0.0010553459821783244
12000,Florida,103,1517782,9,construction,5359624.691,10415925.74,2.4469193389040535e-07
12000,Florida,104,419768,13696,electronics,1495060.882,10415925.74,0.0003691869337608065
12000,Florida,105,2379720,1598,food,1483030.717,10415925.74,0.0002461810469165085
12000,Florida,106,57338,61,furniture,710651.4812,10415925.74,4.7251743174760705e-07
12000,Florida,107,875641,34863,manufacturing_other,245234.5955,10415925.74,0.01195119225167194
12000,Florida,108,5015,5939,metal_basic,643096.4444,10415925.74,4.446417915107548e-06
12000,Florida,109,31713,234,metal_machinery,1140434.235,10415925.74,6.247195025102081e-07
12000,Florida,110,41360,967,metal_products,781591.6691,10415925.74,4.912801393766467e-06
12000,Florida,111,70278,296,mineral,346305.5571,10415925.74,5.76705069580577e-06
12000,Florida,113,84896,49,paper,1453345.662,10415925.74,2.7479986480087064e-07
12000,Florida,114,117923,2972,petrochemicals,1451592.993,10415925.74,2.3179527892090903e-05
12000,Florida,116,54808816,93,services,86920501.63,10415925.74,5.630063199153533e-06
12000,Florida,117,139975,0,textiles,351605.6418,10415925.74,0.0
12000,Florida,118,25469,29,utilities,797323.46,10415925.74,8.893597562923249e-08
12000,Florida,119,954390,84,vehicles_other,610364.6973,10415925.74,1.2610081244472095e-05
13000,Georgia,101,121606,0,agriculture,1080677.841,5521962.21,0.0
13000,Georgia,102,102179,36573,automotive,566138.6104,5521962.21,0.0011953801208739764
13000,Georgia,103,685377,9,construction,5359624.691,5521962.21,2.0842232021885868e-07
13000,Georgia,104,294853,13696,electronics,1495060.882,5521962.21,0.0004891555547440552
13000,Georgia,105,1113272,1598,food,1483030.717,5521962.21,0.0002172373441501125
13000,Georgia,106,31747,61,furniture,710651.4812,5521962.21,4.934946300316042e-07
13000,Georgia,107,885061,34863,manufacturing_other,245234.5955,5521962.21,0.022785721939895233
13000,Georgia,108,7532,5939,metal_basic,643096.4444,5521962.21,1.2596622022735803e-05
13000,Georgia,109,22878,234,metal_machinery,1140434.235,5521962.21,8.501004319479315e-07
13000,Georgia,110,31378,967,metal_products,781591.6691,5521962.21,7.03037321993154e-06
13000,Georgia,111,36354,296,mineral,346305.5571,5521962.21,5.627182794744994e-06
13000,Georgia,113,83344,49,paper,1453345.662,5521962.21,5.088714331327505e-07
13000,Georgia,114,63074,2972,petrochemicals,1451592.993,5521962.21,2.3386266021696167e-05
13000,Georgia,116,27042461,93,services,86920501.63,5521962.21,5.239785471859863e-06
13000,Georgia,117,105536,0,textiles,351605.6418,5521962.21,0.0
13000,Georgia,118,20763,29,utilities,797323.46,5521962.21,1.3676032650027728e-07
13000,Georgia,119,603736,84,vehicles_other,610364.6973,5521962.21,1.5046778306135877e-05
15000,Hawaii,101,21849,0,agriculture,1080677.841,816180.6,0.0
15000,Hawaii,102,7443,36573,automotive,566138.6104,816180.6,0.0005891142971235258
15000,Hawaii,103,101345,9,construction,5359624.691,816180.6,2.0850870432047194e-07
15000,Hawaii,104,21693,13696,electronics,1495060.882,816180.6,0.00024348276079942584
15000,Hawaii,105,259307,1598,food,1483030.717,816180.6,0.00034233759996741035
15000,Hawaii,106,2308,61,furniture,710651.4812,816180.6,2.427295810043555e-07
15000,Hawaii,107,40576,34863,manufacturing_other,245234.5955,816180.6,0.007067502707271589
15000,Hawaii,110,464,967,metal_products,781591.6691,816180.6,7.03360969924617e-07
15000,Hawaii,111,2359,296,mineral,346305.5571,816180.6,2.470437798717733e-06
15000,Hawaii,113,3483,49,paper,1453345.662,816180.6,1.4387799201894051e-07
15000,Hawaii,114,7012,2972,petrochemicals,1451592.993,816180.6,1.7589746545481142e-05
15000,Hawaii,116,4021382,93,services,86920501.63,816180.6,5.2716890615271695e-06
15000,Hawaii,117,14669,0,textiles,351605.6418,816180.6,0.0
15000,Hawaii,118,4164,29,utilities,797323.46,816180.6,1.8556151444154805e-07
15000,Hawaii,119,70428,84,vehicles_other,610364.6973,816180.6,1.1875419697466636e-05
16000,Idaho,101,79629,0,agriculture,1080677.841,940549.2,0.0
16000,Idaho,102,15000,36573,automotive,566138.6104,940549.2,0.0010302616925849557
16000,Idaho,103,143274,9,construction,5359624.691,940549.2,2.55796146589905e-07
16000,Idaho,104,37187,13696,electronics,1495060.882,940549.2,0.00036219670437085853
16000,Idaho,105,175801,1598,food,1483030.717,940549.2,0.00020140323932362313
16000,Idaho,106,4616,61,furniture,710651.4812,940549.2,4.2126701093761705e-07
16000,Idaho,107,152149,34863,manufacturing_other,245234.5955,940549.2,0.02299696918595979
16000,Idaho,108,700,5939,metal_basic,643096.4444,940549.2,6.873117025274524e-06
16000,Idaho,109,3621,234,metal_machinery,1140434.235,940549.2,7.899372938021217e-07
16000,Idaho,110,6699,967,metal_products,781591.6691,940549.2,8.812010619823935e-06
16000,Idaho,111,11825,296,mineral,346305.5571,940549.2,1.0746124837613366e-05
16000,Idaho,113,13804,49,paper,1453345.662,940549.2,4.948238153729683e-07
16000,Idaho,114,8035,2972,petrochemicals,1451592.993,940549.2,1.7490744858403543e-05
16000,Idaho,116,4358083,93,services,86920501.63,940549.2,4.957636759408705e-06
16000,Idaho,117,6787,0,textiles,351605.6418,940549.2,0.0
16000,Idaho,118,3210,29,utilities,797323.46,940549.2,1.2413291934969974e-07
16000,Idaho,119,58593,84,vehicles_other,610364.6973,940549.2,8.57341992212798e-06
17000,Illinois,101,146256,0,agriculture,1080677.841,7698379.2,0.0
17000,Illinois,102,114098,36573,automotive,566138.6104,7698379.2,0.0009574509708321997
17000,Illinois,103,717048,9,construction,5359624.691,7698379.2,1.5640731463915696e-07
17000,Illinois,104,278932,13696,electronics,1495060.882,7698379.2,0.0003319203733888403
17000,Illinois,105,1326615,1598,food,1483030.717,7698379.2,0.00018568303786556847
17000,Illinois,106,33886,61,furniture,710651.4812,7698379.2,3.7782803234759325e-07
17000,Illinois,107,1276068,34863,manufacturing_other,245234.5955,7698379.2,0.02356446249559411
17000,Illinois,108,17729,5939,metal_basic,643096.4444,7698379.2,2.1267779915894634e-05
17000,Illinois,109,73517,234,metal_machinery,1140434.235,7698379.2,1.9594495606490424e-06
17000,Illinois,110,91353,967,metal_products,781591.6691,7698379.2,1.4681487749269771e-05
17000,Illinois,111,61759,296,mineral,346305.5571,7698379.2,6.856985109029302e-06
17000,Illinois,113,87428,49,paper,1453345.662,7698379.2,3.828938630178348e-07
17000,Illinois,114,102782,2972,petrochemicals,1451592.993,7698379.2,2.733516544471289e-05
17000,Illinois,116,34461717,93,services,86920501.63,7698379.2,4.789589982711062e-06
17000,Illinois,117,69533,0,textiles,351605.6418,7698379.2,0.0
17000,Illinois,118,25495,29,utilities,797323.46,7698379.2,1.2045343020418513e-07
17000,Illinois,119,804038,84,vehicles_other,610364.6973,7698379.2,1.4373652949717921e-05
18000,Indiana,101,120958,0,agriculture,1080677.841,3890281.2,0.0
18000,Indiana,102,171694,36573,automotive,566138.6104,3890281.2,0.0028510966222725373
18000,Indiana,103,443217,9,construction,5359624.691,3890281.2,1.9131258752509835e-07
18000,Indiana,104,102542,13696,electronics,1495060.882,3890281.2,0.000241465816732644
18000,Indiana,105,658665,1598,food,1483030.717,3890281.2,0.0001824358652543417
18000,Indiana,106,36429,61,furniture,710651.4812,3890281.2,8.037841254868039e-07
18000,Indiana,107,1172857,34863,manufacturing_other,245234.5955,3890281.2,0.04285949890355106
18000,Indiana,108,40782,5939,metal_basic,643096.4444,3890281.2,9.681100815168494e-05
18000,Indiana,109,43895,234,metal_machinery,1140434.235,3890281.2,2.3151528564074973e-06
18000,Indiana,110,61586,967,metal_products,781591.6691,3890281.2,1.9586081425168208e-05
18000,Indiana,111,36994,296,mineral,346305.5571,3890281.2,8.127978538338614e-06
18000,Indiana,113,54129,49,paper,1453345.662,3890281.2,4.691115985239206e-07
18000,Indiana,114,55589,2972,petrochemicals,1451592.993,3890281.2,2.925578859023372e-05
18000,Indiana,116,16668799,93,services,86920501.63,3890281.2,4.584416213278901e-06
18000,Indiana,117,30251,0,textiles,351605.6418,3890281.2,0.0
18000,Indiana,118,14212,29,utilities,797323.46,3890281.2,1.3287328115968097e-07
18000,Indiana,119,351816,84,vehicles_other,610364.6973,3890281.2,1.2445847393968406e-05
19000,Iowa,101,171964,0,agriculture,1080677.841,2034965.14,0.0
19000,Iowa,102,25507,36573,automotive,566138.6104,2034965.14,0.0008097299808237049
19000,Iowa,103,247906,9,construction,5359624.691,2034965.14,2.045682332121338e-07
19000,Iowa,104,68678,13696,electronics,1495060.882,2034965.14,0.00030916871037208144
19000,Iowa,105,366429,1598,food,1483030.717,2034965.14,0.00019402580414428712
19000,Iowa,106,12564,61,furniture,710651.4812,2034965.14,5.299612590981336e-07
19000,Iowa,107,463912,34863,manufacturing_other,245234.5955,2034965.14,0.03240870308275389
19000,Iowa,108,7264,5939,metal_basic,643096.4444,2034965.14,3.296522758923401e-05
19000,Iowa,109,38453,234,metal_machinery,1140434.235,2034965.14,3.877205904024002e-06
19000,Iowa,110,20926,967,metal_products,781591.6691,2034965.14,1.2722597842885826e-05
19000,Iowa,111,14743,296,mineral,346305.5571,2034965.14,6.192430513944982e-06
19000,Iowa,113,29118,49,paper,1453345.662,2034965.14,4.824271367944734e-07
19000,Iowa,114,23166,2972,petrochemicals,1451592.993,2034965.14,2.3307624891067225e-05
19000,Iowa,116,8747574,93,services,86920501.63,2034965.14,4.599296158976707e-06
19000,Iowa,117,13648,0,textiles,351605.6418,2034965.14,0.0
19000,Iowa,118,6772,29,utilities,797323.46,2034965.14,1.210384714983867e-07
19000,Iowa,119,146349,84,vehicles_other,610364.6973,2034965.14,9.897435147382278e-06
20000,Kansas,101,122166,0,agriculture,1080677.841,1857379.818,0.0
20000,Kansas,102,21443,36573,automotive,566138.6104,1857379.818,0.0007458004391123707
20000,Kansas,103,197794,9,construction,5359624.691,1857379.818,1.7882182436982248e-07
20000,Kansas,104,54142,13696,electronics,1495060.882,1857379.818,0.00026703515591680247
20000,Kansas,105,307873,1598,food,1483030.717,1857379.818,0.00017860660277083673
20000,Kansas,106,10104,61,furniture,710651.4812,1857379.818,4.669450595090926e-07
20000,Kansas,107,355130,34863,manufacturing_other,245234.5955,1857379.818,0.02718126461099782
20000,Kansas,108,1739,5939,metal_basic,643096.4444,1857379.818,8.646415003151093e-06
20000,Kansas,109,19758,234,metal_machinery,1140434.235,1857379.818,2.1826689493191423e-06
20000,Kansas,110,16061,967,metal_products,781591.6691,1857379.818,1.0698389670574086e-05
20000,Kansas,111,86762,296,mineral,346305.5571,1857379.818,3.992648544087542e-05
20000,Kansas,113,16478,49,paper,1453345.662,1857379.818,2.991100033003643e-07
20000,Kansas,114,18498,2972,petrochemicals,1451592.993,1857379.818,2.0390505608310292e-05
20000,Kansas,116,8247428,93,services,86920501.63,1857379.818,4.750928944565315e-06
20000,Kansas,117,14095,0,textiles,351605.6418,1857379.818,0.0
20000,Kansas,118,6840,29,utilities,797323.46,1857379.818,1.3394263384403727e-07
20000,Kansas,119,166882,84,vehicles_other,610364.6973,1857379.818,1.2365129044186328e-05
21000,Kentucky,101,166009,0,agriculture,1080677.841,2412688.052,0.0
21000,Kentucky,102,94196,36573,automotive,566138.6104,2412688.052,0.002522139471501565
21000,Kentucky,103,275988,9,construction,5359624.691,2412688.052,1.9208663829007186e-07
21000,Kentucky,104,71984,13696,electronics,1495060.882,2412688.052,0.00027331890443113566
21000,Kentucky,105,444110,1598,food,1483030.717,2412688.052,0.0001983426024733556
21000,Kentucky,106,10530,61,furniture,710651.4812,2412688.052,3.7462811501381056e-07
21000,Kentucky,107,542463,34863,manufacturing_other,245234.5955,2412688.052,0.031963326220551994
21000,Kentucky,108,11950,5939,metal_basic,643096.4444,2412688.052,4.574082027691741e-05
21000,Kentucky,109,21052,234,metal_machinery,1140434.235,2412688.052,1.7903494170961338e-06
21000,Kentucky,110,22066,967,metal_products,781591.6691,2412688.052,1.1315376078405076e-05
21000,Kentucky,111,44247,296,mineral,346305.5571,2412688.052,1.567526556485846e-05
21000,Kentucky,113,35691,49,paper,1453345.662,2412688.052,4.987520619245398e-07
21000,Kentucky,114,32840,2972,petrochemicals,1451592.993,2412688.052,2.7868007379598155e-05
21000,Kentucky,116,10705068,93,services,86920501.63,2412688.052,4.74732518551889e-06
21000,Kentucky,117,20685,0,textiles,351605.6418,2412688.052,0.0
21000,Kentucky,118,7019,29,utilities,797323.46,2412688.052,1.05812633665848e-07
21000,Kentucky,119,244998,84,vehicles_other,610364.6973,2412688.052,1.3974981607454766e-05
22000,Louisiana,101,74525,0,agriculture,1080677.841,2552288.436,0.0
22000,Louisiana,102,32797,36573,automotive,566138.6104,2552288.436,0.0008301224869140538
22000,Louisiana,103,432961,9,construction,5359624.691,2552288.436,2.848571700978908e-07
22000,Louisiana,104,65301,13696,electronics,1495060.882,2552288.436,0.00023438237364944184
22000,Louisiana,105,512266,1598,food,1483030.717,2552288.436,0.00021626807160400832
22000,Louisiana,106,9157,61,furniture,710651.4812,2552288.436,3.079616450628044e-07
22000,Louisiana,107,311334,34863,manufacturing_other,245234.5955,2552288.436,0.017341226792557778
22000,Louisiana,108,3619,5939,metal_basic,643096.4444,2552288.436,1.3094714895490943e-05
22000,Louisiana,109,13674,234,metal_machinery,1140434.235,2552288.436,1.099287865865501e-06
22000,Louisiana,110,18341,967,metal_products,781591.6691,2552288.436,8.890778908308836e-06
22000,Louisiana,111,129133,296,mineral,346305.5571,2552288.436,4.324538205397567e-05
22000,Louisiana,113,22600,49,paper,1453345.662,2552288.436,2.9854228171786375e-07
22000,Louisiana,114,46485,2972,petrochemicals,1451592.993,2552288.436,3.728953987063975e-05
22000,Louisiana,116,11848881,93,services,86920501.63,2552288.436,4.967161830592191e-06
22000,Louisiana,117,24175,0,textiles,351605.6418,2552288.436,0.0
22000,Louisiana,118,8903,29,utilities,797323.46,2552288.436,1.268732531684347e-07
22000,Louisiana,119,178519,84,vehicles_other,610364.6973,2552288.436,9.625971512316963e-06
23000,Maine,101,31913,0,agriculture,1080677.841,799673.322,0.0
23000,Maine,102,11661,36573,automotive,566138.6104,799673.322,0.0009420218993852573
23000,Maine,103,117089,9,construction,5359624.691,799673.322,2.458734411396363e-07
23000,Maine,104,20685,13696,electronics,1495060.882,799673.322,0.0002369614978868894
23000,Maine,105,156355,1598,food,1483030.717,799673.322,0.00021068120555223406
23000,Maine,106,3571,61,furniture,710651.4812,799673.322,3.833102316094998e-07
23000,Maine,107,118310,34863,manufacturing_other,245234.5955,799673.322,0.021032546900140288
23000,Maine,109,2391,234,metal_machinery,1140434.235,799673.322,6.134971927037553e-07
23000,Maine,110,5223,967,metal_products,781591.6691,799673.322,8.080792789428388e-06
23000,Maine,111,3243,296,mineral,346305.5571,799673.322,3.4663035455305753e-06
23000,Maine,113,14959,49,paper,1453345.662,799673.322,6.306917002694884e-07
23000,Maine,114,7314,2972,petrochemicals,1451592.993,799673.322,1.872605481143769e-05
